collection_no,NOW_loc,collection_name,collection_aka,stratgroup,formation,member,cc,cc.1,state,county,early_interval,late_interval,max_ma,min_ma,diff,notes,
204315,,Lake Chapala (Blancan level),Lago Chapala,,Chapala,,MX,MX,Jalisco,,Blancan,,4.9,1.8,3.1,,
20322,,El Golfo de Santa Clara,,,,,MX,MX,Sonora,,Blancan,,4.9,1.8,3.1,,
107827,,"Río Tomayate (Cuscatlán Formation, C1 Member)",,,Cuscatlán,C1,SV,SV,,,Blancan,,4.9,1.8,3.1,,
70118,,Rio Tomayate,,,,,SV,SV,,Apopa,Blancan,,4.9,1.8,3.1,,
19619,,Fowler Ranch,,,? Gila Conglomerate,,US,US,Arizona,Greenlee,Blancan,,4.9,1.8,3.1,,
19971,,Cejita,,,"""Santa Fe""",Ceja,US,US,New Mexico,Rio Arriba,Blancan,,4.9,1.8,3.1,,
19977,,Los Lunas,,,"""Santa Fe""",Ceja,US,US,New Mexico,Valencia,Blancan,,4.9,1.8,3.1,,
19727,,SBCM 05.006.085,,,"""unnamed sandstone""",,US,US,California,Riverside,Blancan,,4.9,1.8,3.1,,
20021,,Yankton,SDSM V-721<br>DUPLICATE REF 1712 or 1713 or 1714,,Bon Homme Gravel,,US,US,South Dakota,Yankton,Blancan,,4.9,1.8,3.1,,
19666,,Crites No. 1 Well,,,Etchegoin,,US,US,California,Kern,Blancan,,4.9,1.8,3.1,,
20037,,Hudspeth (TMM 40240),,,Fort Hancock,,US,US,Texas,Hudspeth,Blancan,,4.9,1.8,3.1,,
19915,,Murphy (IMNH 145),,,Glenns Ferry,upper,US,US,Idaho,Owyhee,Blancan,,4.9,1.8,3.1,,
19916,,Murphy (IMNH 659),,,Glenns Ferry,upper,US,US,Idaho,Owyhee,Blancan,,4.9,1.8,3.1,,
19769,,Chalk Hills (GS-201),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19770,,Chalk Hills (GS-203),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19771,,Chalk Hills (GS-204),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19772,,Chalk Hills (GS-205),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19773,,Chalk Hills (GS-208),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19774,,Chalk Hills (GS-209),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19775,,Chalk Hills (GS-210),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19768,,Chalk Hills (Stegomastodon Site),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19780,,Cucumber (GS-215),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19781,,Cucumber (GS-216),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19782,,Cucumber (GS-217),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19783,,Cucumber (GS-218),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19784,,Cucumber (GS-219),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19785,,Cucumber (GS-220),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19786,,Cucumber (GS-221),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19787,,Cucumber (GS-222),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19788,,Cucumber (GS-223),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19789,,Cucumber (GS-224),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19790,,Cucumber (GS-225),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19791,,Cucumber (GS-226),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19792,,Cucumber (GS-227),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19793,,Cucumber (GS-228),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19794,,Cucumber (GS-229),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19795,,Cucumber (GS-230),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19797,,Cucumber (GS-231),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19798,,Cucumber (GS-232),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19799,,Cucumber (GS-233),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19800,,Cucumber (GS-234),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19796,,Cucumber (Uphill from GS-230),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19777,,Homedale (GS-212),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19778,,Lizard Butte (GS-213),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
19779,,Lizard Butte (GS-214),,,Glenns Ferry,,US,US,Idaho,Canyon,Blancan,,4.9,1.8,3.1,,
22938,,Platygonus pearcei Quarry,3 miles south of the Plesippus shoshonensis quarry,,Glenns Ferry,,US,US,Idaho,Gooding,Blancan,,4.9,1.8,3.1,,
229151,,"W. M. Keck locality P-111, Byland ",,,Hunter Creek Sandstone,,US,US,Nevada,Washoe,Blancan,,4.9,1.8,3.1,ok,
19670,,Jacobs Ranch,UCMP V-5230,,Petaluma,,US,US,California,Sonoma,Blancan,,4.9,1.8,3.1,,
19706,,Sears Point Road Junction,UCMP V-5231,,Petaluma,,US,US,California,Sonoma,Blancan,,4.9,1.8,3.1,,
19667,,San Timoteo,,,San Timoteo,lower,US,US,California,Riverside,Blancan,,4.9,1.8,3.1,,
19741,,Riverside County Landfill (Site HTS),,,San Timoteo,,US,US,California,Riverside,Blancan,,4.9,1.8,3.1,,
19636,,Adobe Cabin,UA loc. 47-7,,,,US,US,Arizona,Cochise,Blancan,,4.9,1.8,3.1,,
19634,,Apache Powder,UA loc. 47-5,,,,US,US,Arizona,Cochise,Blancan,,4.9,1.8,3.1,,
19637,,Boo Boo,UA loc. 47-8,,,,US,US,Arizona,Cochise,Blancan,,4.9,1.8,3.1,,
19640,,Escapule Horse,6910,,,,US,US,Arizona,Cochise,Blancan,,4.9,1.8,3.1,,
19638,,McRae Wash,UA loc. 52,,,,US,US,Arizona,Cochise,Blancan,,4.9,1.8,3.1,,
19641,,Sabin,7116,,,,US,US,Arizona,Cochise,Blancan,,4.9,1.8,3.1,,
19635,,San Juan,UA loc. 47-6,,,,US,US,Arizona,Cochise,Blancan,,4.9,1.8,3.1,,
19639,,Sibyl,68119,,,,US,US,Arizona,Cochise,Blancan,,4.9,1.8,3.1,,
19656,,111 Ranch (Lower),,,,,US,US,Arizona,Graham,Blancan,,4.9,1.8,3.1,,
19657,,111 Ranch (Middle),,,,,US,US,Arizona,Graham,Blancan,,4.9,1.8,3.1,,
19658,,111 Ranch (Upper),,,,,US,US,Arizona,Graham,Blancan,,4.9,1.8,3.1,,
19662,,Pima,,Gila,,,US,US,Arizona,Graham,Blancan,,4.9,1.8,3.1,,
19648,,Comosi Wash,UALP 9,,,,US,US,Arizona,Santa Cruz,Blancan,,4.9,1.8,3.1,,
19701,,"UCMP V-0301, Pittsburg",,,,,US,US,California,Contra Costa,Blancan,,4.9,1.8,3.1,,
19672,,Mesquite Canyon,DUPLICATE REF 2893 or 2894,,,,US,US,California,Kern,Blancan,,4.9,1.8,3.1,,
19711,,Arroyo Pequeno,,,,,US,US,California,Kings,Blancan,,4.9,1.8,3.1,,
19710,,Del Valle,,,,,US,US,California,Los Angeles,Blancan,,4.9,1.8,3.1,,
20081,,Trench Canyon,,,,,US,US,California,Mono,Blancan,,4.9,1.8,3.1,,
19707,,Truckee,,,,,US,US,California,Nevada,Blancan,,4.9,1.8,3.1,,
20080,,Mission Viejo,,,,,US,US,California,Orange,Blancan,,4.9,1.8,3.1,,
19669,,Herald,UCMP V-3524,,,,US,US,California,Sacramento,Blancan,,4.9,1.8,3.1,,
19704,,"San Diego Formation (""Upper"")",J Stree II; SDNHM 3181-E,,,,US,US,California,San Diego,Blancan,,4.9,1.8,3.1,,
19671,,Lakeville School,,,,,US,US,California,Sonoma,Blancan,,4.9,1.8,3.1,,
19751,,Haile 12B,,,,,US,US,Florida,Alachua,Blancan,,4.9,1.8,3.1,,
19763,,Sommer's Pit,,,,,US,US,Florida,Collier,Blancan,,4.9,1.8,3.1,,
19759,,Santa Fe River 2 [Blancan],,,,,US,US,Florida,Columbia,Blancan,,4.9,1.8,3.1,,
98318,,Santa Fe River 8,UF locality CO006B,,,,US,US,Florida,Gilchrist,Blancan,,4.9,1.8,3.1,,
98319,,Santa Fe River 8C,UF locality CO009B,,,,US,US,Florida,Gilchrist,Blancan,,4.9,1.8,3.1,,
216139,,Santa Fe River 9,,,,,US,US,Florida,Gilchrist,Blancan,,4.9,1.8,3.1,,
19762,,Santa Fe River XV,,,,,US,US,Florida,Gilchrist,Blancan,,4.9,1.8,3.1,,
113275,,US 19 Bridge Site,UF locality GI008,,,,US,US,Florida,Gilchrist,Blancan,,4.9,1.8,3.1,,
19748,,Cross Florida Barge Canal,,,,,US,US,Florida,Levy,Blancan,,4.9,1.8,3.1,,
113276,,Hubbard Pit,UF locality OR003,,,,US,US,Florida,Orange,Blancan,,4.9,1.8,3.1,,
19757,,Northport,,,,,US,US,Florida,Sarasota,Blancan,,4.9,1.8,3.1,,
19765,,Boise,,,,,US,US,Idaho,Ada,Blancan,,4.9,1.8,3.1,,
19919,,Butte Northwest of Wild Horse Butte,,,,,US,US,Idaho,Owyhee,Blancan,,4.9,1.8,3.1,,
19920,,Oreana,,,,,US,US,Idaho,Owyhee,Blancan,,4.9,1.8,3.1,,
19801,,Horn's Ranch,,,,,US,US,Idaho,Payette,Blancan,,4.9,1.8,3.1,,
19918,,Tuana Gravels (USGS M1342),,,,,US,US,Idaho,Twin Falls,Blancan,,4.9,1.8,3.1,,
19953,,Cynomys vetus Locality,DUPLICATE REF 1852 or 1853,,,,US,US,Kansas,Jewell,Blancan,,4.9,1.8,3.1,,
19933,,Norwich,UM-K1-56,,,,US,US,Kansas,Kingman,Blancan,,4.9,1.8,3.1,,
20084,,Point-of-Rocks Cave,,,,,US,US,Montana,Jefferson,Blancan,,4.9,1.8,3.1,,
19956,,Clark Mills Damsite,UNSM Kx-143,,,,US,US,Nebraska,Knox,Blancan,,4.9,1.8,3.1,,
19962,,South Lake Alice,UNSM Sf-106,,,,US,US,Nebraska,Scotts Bluff,Blancan,,4.9,1.8,3.1,,
19961,,Red Cloud,,,,,US,US,Nebraska,Webster,Blancan,,4.9,1.8,3.1,,
225472,,Always Welcome Inn lower facies,,,,,US,US,Oregon,,Blancan,,4.9,1.8,3.1,,
225473,,Always Welcome Inn upper facies,,,,,US,US,Oregon,,Blancan,,4.9,1.8,3.1,,
178479,,Martin Marietta Orangeburg Quarry,,,,,US,US,South Carolina,Orangeburg,Blancan,,4.9,1.8,3.1,,
28791,,Overlon,UCMP V-5678,,,,US,US,Texas,? Rusk,Blancan,,4.9,1.8,3.1,,
20036,,Hereford Dump,,,,,US,US,Texas,Deaf Smith,Blancan,,4.9,1.8,3.1,,
16852,,Red Narrows,,,Duchesne River,,US,US,Utah,Uintah,Duchesnean,,40.4,37.2,3.2,,
185944,,"JDNM-83, Whitecap Knoll",,,John Day,Big Basin,US,US,Oregon,Wheeler,Duchesnean,,40.4,37.2,3.2,ok,
219028,,1.7 km ESE of Santiago Yolomécatl,Inyoo; Iniyoo,,Yolomécatl,,MX,MX,Oaxaca,,Bartonian,,41.3,38,3.3,,
197503,,1.7km ENE of Santiago Yolomécatl,Inyoo; Iniyoo,,Yolomécatl,,MX,MX,Oaxaca,,Bartonian,,41.3,38,3.3,,
197504,,1.94km ENE of Santiago Yolomécatl,Inyoo; Iniyoo,,Yolomécatl,,MX,MX,Oaxaca,,Bartonian,,41.3,38,3.3,,
80887,,Covington Farm,MGS 52,,Cook Mountain,Archusa Marl,US,US,Mississippi,Clarke,Bartonian,,41.3,38,3.3,,
188947,,Red Rock Canyon (general),,Ricardo,Dove Spring,,US,US,California,Kern,Late Clarendonian,,13.6,10.3,3.3,ok,
229147,,W. M. Keck locality P-131,,,Hunter Creek Sandstone,,US,US,Nevada,Washoe,Clarendonian,,13.6,10.3,3.3,ok,
229152,,W. M. Keck locality P-132,,,Hunter Creek Sandstone,,US,US,Nevada,Washoe,Clarendonian,,13.6,10.3,3.3,ok,
18091,,Channing (Clarendonian),,,Ogallala,,US,US,Texas,Hartley,Clarendonian,,13.6,10.3,3.3,ok,
156739,,Middle Oro Loma assemblage,LACM 7665,,Oro Loma,,US,US,California,Fresno,Early Clarendonian,,13.6,10.3,3.3,no corresponding NOW locality,Cl1
157331,,NMMNH locality L-7475,Bosque del Apache LF,,Popotosa,,US,US,New Mexico,Socorro,Late Clarendonian,,13.6,10.3,3.3,"Popotosa Fm., but older than Gabaldon Badlands (SB33II)",
19317,,Devil's Punchbowl (LACM 1346),CIT 1346,,Punchbowl,,US,US,California,Los Angeles,Clarendonian,,13.6,10.3,3.3,ok,
19316,,Devil's Punchbowl (LACM 398),,,Punchbowl,,US,US,California,Los Angeles,Clarendonian,,13.6,10.3,3.3,ok,
19318,,Devil's Punchbowl (UCR RV-7011),,,Punchbowl,,US,US,California,Los Angeles,Clarendonian,,13.6,10.3,3.3,ok,
200046,,LACM 7502,,,Punchbowl,,US,US,California,Los Angeles,Clarendonian,,13.6,10.3,3.3,ok,
18913,,Grouse Creek (Rabbit Horizon),IMNH 1123,,Salt Lake,,US,US,Utah,Box Elder,Clarendonian,,13.6,10.3,3.3,,
18178,,Grace Ranch,,,,,US,US,Nebraska,Garden,Clarendonian,,13.6,10.3,3.3,ok,
18107,,Creighton Quarry,,,,,US,US,Nebraska,Knox,Clarendonian,,13.6,10.3,3.3,ok,
19029,,Riverside (UO 2489),,,,,US,US,Oregon,Malheur,Clarendonian,,13.6,10.3,3.3,ok,
18283,,Noble Ranch,Raymond Farr Ranch; UCMP V-69145,Ogallala,,,US,US,Texas,Donley,Clarendonian,,13.6,10.3,3.3,ok,
101961,,Conglomerate Creek,Cypress Hills,,Cypress HIlls,,CA,CA,Saskatchewan,,Chadronian,,37.2,33.9,3.3,,
16999,,Northwest of Eastend (Chadronian),,,,,CA,CA,Saskatchewan,,Chadronian,,37.2,33.9,3.3,,
16975,,Henry's Dam,,White River,Chadron,,US,US,Nebraska,Sioux,Chadronian,,37.2,33.9,3.3,ok,
16985,,Lampsilus,,White River,Chadron,,US,US,Nebraska,Sioux,Chadronian,,37.2,33.9,3.3,ok,
17000,,Northwest of Harrison (Chadron),,White River,Chadron,,US,US,Nebraska,Sioux,Chadronian,,37.2,33.9,3.3,ok,
17018,,Sand Creek (Chadron/Nebraska),,White River,Chadron,,US,US,Nebraska,Sioux,Chadronian,,37.2,33.9,3.3,ok,
17026,,Sugar Loaf,,White River,Chadron,,US,US,Nebraska,Sioux,Chadronian,,37.2,33.9,3.3,ok,
17021,,South Cave Hills,,White River,Chadron,,US,US,South Dakota,Harding,Chadronian,,37.2,33.9,3.3,ok,
16910,,Bison City Dump,,White River,Chadron,,US,US,South Dakota,Perkins,Chadronian,,37.2,33.9,3.3,ok,
83881,,West Side of Battle Creek Canyon,N. Y. U. locality 2NNlb,White River,Chadron,,US,US,South Dakota,Shannon,Chadronian,,37.2,33.9,3.3,ok,
16892,,Apternodus gregoryi Locality (Lower),,White River,Chadron,,US,US,Wyoming,Goshen,Chadronian,,37.2,33.9,3.3,ok,
185945,,"UCMP V92002, Lost Creek",,,John Day,Big Basin,US,US,Oregon,Crook,Chadronian,,37.2,33.9,3.3,Ch2 or Ch3,Ch2-Ch3
119856,,MC-1,Milk Creek; UCMP V-6337,,Milk Creek Tuff,,US,US,Washington,Yakima,Chadronian,,37.2,33.9,3.3,ok,
16939,,Delmoe Ditch,MV 6106,,Renova,,US,US,Montana,Jefferson,Chadronian,,37.2,33.9,3.3,,
16897,,Bates Hole Lower White River 2,,,White River,lower,US,US,Wyoming,Albany,Chadronian,,37.2,33.9,3.3,,
16898,,Bates Hole (Reed Collection),,,White River,lower,US,US,Wyoming,Natrona,Chadronian,,37.2,33.9,3.3,,
16896,,Bates Hole Lower White River 1,,,White River,lower,US,US,Wyoming,Natrona,Chadronian,,37.2,33.9,3.3,,
16907,,Beaver Divide Locality 14,,,White River,upper,US,US,Wyoming,Fremont,Chadronian,,37.2,33.9,3.3,,
16908,,Beaver Divide Locality 15,,,White River,upper,US,US,Wyoming,Fremont,Chadronian,,37.2,33.9,3.3,,
16901,,Beaver Divide Locality 3,,,White River,upper,US,US,Wyoming,Fremont,Chadronian,,37.2,33.9,3.3,,
16902,,Beaver Divide Locality 4,,,White River,upper,US,US,Wyoming,Fremont,Chadronian,,37.2,33.9,3.3,,
16903,,Beaver Divide Locality 8 (Upper),,,White River,upper,US,US,Wyoming,Fremont,Chadronian,,37.2,33.9,3.3,,
16922,,Canyon Creek (Locality 22),,,White River,,US,US,Wyoming,Fremont,Chadronian,,37.2,33.9,3.3,,
16911,,Black Mountain (Natrona County),Locality 23,,White River,,US,US,Wyoming,Natrona,Chadronian,,37.2,33.9,3.3,,
16923,,Canyon Creek (Locality 24),,,White River,,US,US,Wyoming,Natrona,Chadronian,,37.2,33.9,3.3,,
17005,,Peaceful Valley Boy Scout Camp,,,,,US,US,Colorado,Elbert,Chadronian,,37.2,33.9,3.3,,
27244,,Fremont Butte,,White River,,,US,US,Colorado,Washington,Chadronian,,37.2,33.9,3.3,,
16909,,Big Hole River,,,,,US,US,Montana,Beaverhead,Chadronian,,37.2,33.9,3.3,,
16958,,Everson Ranch,,,,,US,US,Nebraska,Dawes,Chadronian,,37.2,33.9,3.3,,
17003,,Pancake Butte (Chadronian),,,,,US,US,Nebraska,Dawes,Chadronian,,37.2,33.9,3.3,,
16929,,Chadron in Place,,,,,US,US,Nebraska,Sioux,Chadronian,,37.2,33.9,3.3,,
17025,,Spring Draw (Chadronian),,,,,US,US,Nebraska,Sioux,Chadronian,,37.2,33.9,3.3,,
16969,,French Creek,,,,,US,US,South Dakota,Custer,Chadronian,,37.2,33.9,3.3,,
17011,,Pumpkin Buttes,,White River,,,US,US,Wyoming,Campbell,Chadronian,,37.2,33.9,3.3,,
16921,,Canyon Creek (Bighorn Mountains),,,,,US,US,Wyoming,Johnson,Chadronian,,37.2,33.9,3.3,,
17004,,Pass Creek,,,,,US,US,Wyoming,Johnson,Chadronian,,37.2,33.9,3.3,,
16891,,Alcova,,,,,US,US,Wyoming,Natrona,Chadronian,,37.2,33.9,3.3,,
16987,,Ledge Creek No. 3,,,,,US,US,Wyoming,Natrona,Chadronian,,37.2,33.9,3.3,,
226046,,Paleo Pond 1,,,Yanigüa-Los Haitises,Upper,DO,DO,,,Messinian,Zanclean,7.246,3.6,3.646,,
226047,,Paleo Pond 2,,,Yanigüa-Los Haitises,Upper,DO,DO,,,Messinian,Zanclean,7.246,3.6,3.646,,
16993,,Muskrat Basin,Locality 18,,White River,,US,US,Wyoming,Fremont,Chadronian,Orellan,37.2,33.3,3.9,,
18576,,Pasco County Chadronian/Orellan Site,,,,,US,US,Florida,Pasco,Chadronian,Orellan,37.2,33.3,3.9,,
154199,,KU-SD-002,,White River,,,US,US,South Dakota,Custer,Chadronian,Orellan,37.2,33.3,3.9,,
16976,,Hoplophoneus Skeleton Site,,,,,US,US,Wyoming,Sheridan,Chadronian,Orellan,37.2,33.3,3.9,,
16229,,Ham's Fork,,,Bridger,lower,US,US,Wyoming,Lincoln,Bridgerian,,50.3,46.2,4.1,,
16243,,Hutchison Quarry,MPM 2400,,Bridger,lower,US,US,Wyoming,Sweetwater,Bridgerian,,50.3,46.2,4.1,,
16294,,North of Cedar Mountain,,,Bridger,lower,US,US,Wyoming,Sweetwater,Bridgerian,,50.3,46.2,4.1,,
16448,,Twin Buttes (Lower Bridger),,,Bridger,lower,US,US,Wyoming,Sweetwater,Bridgerian,,50.3,46.2,4.1,,
16136,,Black's Fork,,,Bridger,lower,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
16201,,Church Buttes,,,Bridger,lower,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
16210,,Dry Creek (Lower Bridger),,,Bridger,lower,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
16214,,Eagle Buttes-Low Buttes,,,Bridger,lower,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
16253,,Leavitt Creek,,,Bridger,lower,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
16255,,Little Dry Creek,,,Bridger,lower,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
16277,,Lone Spring,,,Bridger,lower,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
16281,,Marsh's Fork (Lower Bridger),,,Bridger,lower,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
16402,,Sage Creek (Lower Bridger),MPM 1129,,Bridger,lower,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
16410,,Sandy Creek,,,Bridger,lower,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
16085,,Bat Bench,DMNH 869,,Bridger,,US,US,Wyoming,Lincoln/Uinta,Bridgerian,,50.3,46.2,4.1,,
16233,,Hawk's Nest South,DMNH 165,,Bridger,,US,US,Wyoming,Lincoln/Uinta,Bridgerian,,50.3,46.2,4.1,,
16400,,Roadside Blowout,DMNH 878,,Bridger,,US,US,Wyoming,Lincoln/Uinta,Bridgerian,,50.3,46.2,4.1,,
16453,,U-D Land,DMNH 538,,Bridger,,US,US,Wyoming,Lincoln/Uinta,Bridgerian,,50.3,46.2,4.1,,
16079,,1375 No.8,B-8,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16082,,B-10,,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16083,,B-11,,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16191,,Bridger (UW Eastern Rodent Locality),,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16192,,Bridger (UW Western Rodent Locality),,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16221,,Fish Hill,B-6,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16232,,Hawk,B-3,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16245,,Jean's Quarry,B-9,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16276,,Little White Butte,B-7,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16409,,Sandstone Point,B-13,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16441,,Tree Road,B-4,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16500,,Wash,B-5,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16503,,West of Cone,B-12,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16504,,White Hills,B-2,,Bridger,,US,US,Wyoming,Sublette,Bridgerian,,50.3,46.2,4.1,,
16133,,Birch Creek,,,Bridger,,US,US,Wyoming,Sweetwater,Bridgerian,,50.3,46.2,4.1,,
16275,,Little Spring,,,Bridger,,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
106325,,Lodge-Pole Trail,Dry Creek,,Bridger,,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
16395,,Point Gulch,,,Bridger,,US,US,Wyoming,Uinta,Bridgerian,,50.3,46.2,4.1,,
128447,,A few miles from Fort Bridger,,,Bridger,,US,US,Wyoming,,Bridgerian,,50.3,46.2,4.1,,
16087,,Beaver Divide Locality 1,USGS D553,,Wagon Bed,Unit 3,US,US,Wyoming,Fremont,Bridgerian,,50.3,46.2,4.1,,
16251,,Lang Springs,,,Washakie,,US,US,Colorado,Moffat,Bridgerian,,50.3,46.2,4.1,,
16401,,Sage Creek Formation,,,,,US,US,Montana,Beaverhead,Bridgerian,,50.3,46.2,4.1,,
16238,,Horse Track Anticline,,,,,US,US,Wyoming,Fremont,Bridgerian,,50.3,46.2,4.1,,
181253,,USNM 244447,,Barnwell,,,US,US,Georgia,Jefferson,Priabonian,,38,33.9,4.1,,
226343,,"TMM 43621-2, Grapevine Hills (172 m), Big Bend N.P.",Hoplochelys Ridge,Tornillo,Black Peaks,,US,US,Texas,Brewster,Early Paleocene,,66,61.7,4.3,ok,
193966,,3/4 mile south of Route 44,New Mexico State Highway 550,,Nacimiento,,US,US,New Mexico,San Juan,Puercan,Torrejonian,66,61.7,4.3,ok,
225600,,Río Pataste,,,Venado,,CR,CR,Alajuela,,Middle Miocene,,15.97,11.608,4.362,,
161381,,Dean's Trucking Pit,SA024,Hawthorn,Arcadia,,US,US,Florida,Sarasota,Middle Miocene,,15.97,11.608,4.362,,
19196,,"""B"" Sites",,,Caliente,,US,US,California,San Luis Obispo,Middle Miocene,,15.97,11.608,4.362,,
17810,,North Boulder Valley,,,Renova,,US,US,Montana,Jefferson,Harrisonian,,24.8,20.43,4.37,???,
17797,,Leadville,,,,,US,US,Colorado,Clear Creek,Harrisonian,,24.8,20.43,4.37,???,
17834,,Rushville,,,,,US,US,Nebraska,Sheridan,Harrisonian,,24.8,20.43,4.37,S&F49,
17733,,Agate (1/2 Mile N),,,,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,S&F47,
17757,,Andrews,UNSM Sx-70,,,,US,US,Nebraska,Sioux,Harrisonian,,24.8,20.43,4.37,S&F50,
17814,,North Pettus,United Production Company,,,,US,US,Texas,Bee,Harrisonian,,24.8,20.43,4.37,"possibly GC3, but that is He1",
17798,,Lingle,,,,,US,US,Wyoming,Goshen,Harrisonian,,24.8,20.43,4.37,S&F47 and 49,
17812,,Northeast of Lusk,,Arikaree,,,US,US,Wyoming,Niobrara,Harrisonian,,24.8,20.43,4.37,could be Harrison or Anderson Ranch Fm,
187583,,Lago Alajuela,UF VP YPA088,,Alajuela,,PA,PA,,,Tortonian,,11.62,7.246,4.374,,
24237,,Sabanita [lower Gatun Fm],,,Gatun,lower Gatun,PA,PA,,,Tortonian,,11.62,7.246,4.374,,
60643,,Gravatts Millpond - on Millpond Creek,USGS Locality 26418,Chesapeake,Eastover,Claremont Manor,US,US,Virginia,King William,Tortonian,,11.62,7.246,4.374,,
18018,,West of Conglomerate Creek,UACH 4; UACH 30,,Cypress Hills,,CA,CA,Saskatchewan,,Hemingfordian,,20.43,15.97,4.46,,
18002,,Titanothere Section (Hemingfordian),,,,,CA,CA,Saskatchewan,,Hemingfordian,,20.43,15.97,4.46,???,
